title,date,make,year,price,VIN,fuel,odometer,cylinders,paint color,title status,transmission,type,link
2003 vw jetta 2.0 stick shift,2017-09-03 16:43,vw,2003,$3000,NOT INDICATED,gas,153755,4 cylinders,silver,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2003-vw-jetta-20-stick-shift/6291990462.html
2004 HONDA ACCORD EX SEDAN,2017-09-03 16:43,honda,2004,$4850,NOT INDICATED,gas,118000,4 cylinders,black,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2004-honda-accord-ex-sedan/6291990347.html
clean title 2000 land criuser 4wd  3month warranty,2017-09-03 16:43,NOT INDICATED,2000,$6850,JT3HT05J2Y0077920,gas,211513,8 cylinders,grey,clean,automatic,offroad,https://sacramento.craigslist.org/ctd/d/clean-title-2000-land-criuser/6291990274.html
Toyota Camry 2007 XLE hybrid low miles,2017-09-03 16:42,toyota,2007,$8300,NOT INDICATED,hybrid,101300,4 cylinders,silver,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/toyota-camry-2007-xle-hybrid/6291989789.html
2004 gmc sierra sle,2017-09-03 16:42,gmc,2004,$4200,NOT INDICATED,gas,180000,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2004-gmc-sierra-sle/6291989058.html
1996 Toyota pickup truck,2017-09-03 16:41,toyota,1996,$2000,NOT INDICATED,gas,NOT INDICATED,4 cylinders,green,salvage,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1996-toyota-pickup-truck/6285635390.html
Honda accord,2017-09-03 16:41,honda,NOT INDICATED,$3700,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/honda-accord/6270449492.html
2001 ford explorer *cheap*,2017-09-03 16:41,ford,2001,$1450,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,missing,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2001-ford-explorer-cheap/6291988655.html
2001 Pontiac Grand Am Se Clean Title Smoged low miles 132k No Leaks,2017-09-03 16:41,pontiac,2001,$2750,NOT INDICATED,gas,132978,6 cylinders,grey,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2001-pontiac-grand-am-se/6280511326.html
Jeep,2017-09-03 16:41,jeep,NOT INDICATED,$6500,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/jeep/6291988562.html
CLEAN TITLE 2007 COROLLA S 94K ONLY,2017-09-03 16:41,NOT INDICATED,2007,$6850,1NXBR30E87Z928214,gas,93223,4 cylinders,white,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/clean-title-2007-corolla-94k/6291988369.html
Jeep Willys,2017-09-03 16:40,NOT INDICATED,NOT INDICATED,$4500,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/jeep-willys/6291987517.html
2011 GMC Sierra 1500 extended cab SLE 4x4,2017-09-03 16:39,gmc,2011,$10900,1 (209) 740-9922,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2011-gmc-sierra-1500-extended/6291986926.html
clean title 2011 honda civic 3MONTH WARRANTY,2017-09-03 16:39,honda,2011,$6850,2HGFA1F50BH510896,gas,149223,4 cylinders,white,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/clean-title-2011-honda-civic/6291986955.html
Nissan Frontier Titan swap,2017-09-03 16:39,nissan,NOT INDICATED,$17500,NOT INDICATED,gas,74000,6 cylinders,black,clean,manual,truck,https://sacramento.craigslist.org/cto/d/nissan-frontier-titan-swap/6291986685.html
2016 Ford Explorer 4x4 4WD Leather Seats READ ALL,2017-09-03 16:38,ford,2016,$31500,NOT INDICATED,gas,6200,4 cylinders,NOT INDICATED,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/2016-ford-explorer-4x4-4wd/6277322344.html
? 2010 Dodge Challenger  SRT8,2017-09-03 16:38,dodge,2010,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2010-dodge-challenger-srt8/6291985513.html
CLEAN TITLE 2003 CAMRY LE  3 months warranty,2017-09-03 16:37,NOT INDICATED,2003,$4250,JTDBE32K030232242,gas,164223,4 cylinders,silver,clean,automatic,sedan,https://sacramento.craigslist.org/ctd/d/clean-title-2003-camry-le-3/6291985029.html
1991 toyota pickup-1250,2017-09-03 16:37,toyota,1991,$1250,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1991-toyota-pickup-1250/6291984844.html
2013 TOYOTA 4RUNNER LIMITED,2017-09-03 16:37,toyota,2013,$18500,NOT INDICATED,gas,78321,6 cylinders,grey,salvage,automatic,offroad,https://sacramento.craigslist.org/cto/d/2013-toyota-4runner-limited/6291984817.html
Toyota Prius 2007,2017-09-03 16:36,toyota,2007,$5200,NOT INDICATED,hybrid,168000,4 cylinders,black,salvage,automatic,hatchback,https://sacramento.craigslist.org/cto/d/toyota-prius-2007/6264557500.html
toyota camry xle 2004,2017-09-03 16:36,toyota,2004,$7500,4T1BE30K54U917264,gas,87393,4 cylinders,blue,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/toyota-camry-xle-2004/6276024322.html
*((2002 GMC Sierra Ext. Cab V8 2wd))* 155k orig. miles,2017-09-03 16:36,gmc,2002,$6800,2GTEC19V711250861,gas,155000,8 cylinders,NOT INDICATED,clean,automatic,truck,https://sacramento.craigslist.org/cto/d/2002-gmc-sierra-ext-cab-v8/6285761276.html
"1994 Isuzu Rodeo 4wd automatic, mechanics special",2017-09-03 16:35,isuzu,1994,$400,NOT INDICATED,gas,212797,6 cylinders,black,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/1994-isuzu-rodeo-4wd/6263125657.html
2006 Toyota Sienna XLE,2017-09-03 16:35,toyota,2006,$7000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2006-toyota-sienna-xle/6291959996.html
07 MITSUBISHI ECLIPSE SPYDER GT,2017-09-03 16:33,mitsubishi,2007,$4500,NOT INDICATED,gas,114000,6 cylinders,orange,salvage,automatic,convertible,https://sacramento.craigslist.org/cto/d/07-mitsubishi-eclipse-spyder/6291981070.html
2004 Dodge Durango 152xxx miles,2017-09-03 16:32,dodge,2004,$3900,NOT INDICATED,gas,152000,8 cylinders,silver,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/2004-dodge-durango-152xxx/6291980270.html
Nissan 240sx,2017-09-03 16:32,nissan,NOT INDICATED,$1600,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/nissan-240sx/6291980113.html
2008 Ford F-350 Turbo Diesel 4x4,2017-09-03 16:32,ford,2008,$24500,NOT INDICATED,diesel,NOT INDICATED,8 cylinders,black,clean,automatic,truck,https://sacramento.craigslist.org/cto/d/2008-ford-350-turbo-diesel-4x4/6253102921.html
mazda 3 2007  transmission problem,2017-09-03 16:31,mazda,2007,$1800,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,grey,salvage,automatic,hatchback,https://sacramento.craigslist.org/cto/d/mazdatransmission-problem/6291979672.html
"2012 Nissan Altima 2,5S with 66k",2017-09-03 16:31,nissan,2012,$6600,NOT INDICATED,gas,66000,4 cylinders,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2012-nissan-altima-25s-with/6291970546.html
2004 LEXUS LS 330,2017-09-03 16:31,lexus,2004,$4595,NOT INDICATED,gas,NOT INDICATED,6 cylinders,silver,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2004-lexus-ls-330/6251124112.html
1996 Honda Civic Coupe Ex 2nd Owner,2017-09-03 16:31,honda,1996,$3200,NOT INDICATED,gas,165000,4 cylinders,silver,clean,manual,coupe,https://sacramento.craigslist.org/cto/d/1996-honda-civic-coupe-ex-2nd/6291957250.html
2005 Yukon,2017-09-03 16:30,NOT INDICATED,2005,NOT INDICATED,NOT INDICATED,gas,137000,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2005-yukon/6291979091.html
Mazda3,2017-09-03 16:30,NOT INDICATED,NOT INDICATED,$8000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/mazda3/6288529294.html
2000 Mercedes Benz S500,2017-09-03 16:30,NOT INDICATED,2000,$6250,NOT INDICATED,gas,163200,8 cylinders,green,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2000-mercedes-benz-s500/6274515541.html
2014 Toyota Corolla,2017-09-03 16:30,toyota,2014,$8900,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2014-toyota-corolla/6265498546.html
"2008 Chevrolet Malibu Classic - - 4 door car, clean",2017-09-03 16:29,chevrolet,2008,$2900,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2008-chevrolet-malibu-classic/6291977905.html
2014 Volkswagen Jetta GLI Edition 30 PZEV 4dr Sedan 6M LABOR DAY SALE!!!,2017-09-03 16:29,volkswagen,2014,$15999,3VW5T7AJ7EM318213,other,51334,NOT INDICATED,red,clean,manual,sedan,https://sacramento.craigslist.org/ctd/d/2014-volkswagen-jetta-gli/6291977942.html
2001 Limited 4x4 7.3 Lifted Powerstroke Diesel Excursion for Sale!,2017-09-03 16:28,NOT INDICATED,2001,$20500,NOT INDICATED,diesel,NOT INDICATED,NOT INDICATED,blue,clean,automatic,SUV,https://sacramento.craigslist.org/cto/d/2001-limited-4x4-73-lifted/6262892973.html
1970 F250,2017-09-03 16:28,NOT INDICATED,1970,$10000,NOT INDICATED,gas,NOT INDICATED,8 cylinders,brown,clean,automatic,pickup,https://sacramento.craigslist.org/cto/d/1970-f250/6291976845.html
2010 Ford Focus SES 4 dr,2017-09-03 16:27,ford,2010,$2000,NOT INDICATED,gas,135000,4 cylinders,black,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2010-ford-focus-ses-4-dr/6291907649.html
"2006 FORD F250 SUPER DUTY Regular Cab, Long bed, DIESEL, Low Miles",2017-09-03 16:27,ford,2006,$9000,NOT INDICATED,diesel,155000,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2006-ford-f250-super-duty/6291976106.html
Lexus 4 sale,2017-09-03 16:26,lexus,NOT INDICATED,$600,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/lexus-4-sale/6291975187.html
VW  Jetta  TDI,2017-09-03 16:26,vw,NOT INDICATED,$2200,NOT INDICATED,diesel,260000,NOT INDICATED,NOT INDICATED,salvage,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/vw-jetta-tdi/6291974986.html
2004 Dodge Ram 2500 2x4 Cummins Turbo Diesel auto 4 door lets trade,2017-09-03 16:26,NOT INDICATED,2004,$7000,NOT INDICATED,diesel,250000,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2004-dodge-ramx4-cummins/6291974648.html
"1964 Buick Riviera 78,000 original miles family owned",2017-09-03 16:26,buick,1964,$25000,NOT INDICATED,gas,78000,8 cylinders,custom,clean,automatic,coupe,https://sacramento.craigslist.org/cto/d/1964-buick-rivieraoriginal/6291974614.html
2005 Kia Optima LX,2017-09-03 16:25,kia,2005,$1500,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2005-kia-optima-lx/6291974159.html
2002 VW JETTA AUTOMATIC,2017-09-03 16:25,vw,2002,$1500,NOT INDICATED,gas,135891,4 cylinders,silver,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2002-vw-jetta-automatic/6291973798.html
2005 Lincoln Towncar,2017-09-03 16:24,lincoln,2005,$4000,NOT INDICATED,gas,411000,8 cylinders,black,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2005-lincoln-towncar/6291973224.html
2010 HYUNDAI ELANTRA GLS,2017-09-03 16:24,hyundai,2010,$3995,NOT INDICATED,gas,220000,4 cylinders,blue,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2010-hyundai-elantra-gls/6261477506.html
"2015 Subaru Forester ""Sacramento""",2017-09-03 16:23,subaru,2015,$15500,NOT INDICATED,gas,287000,4 cylinders,white,salvage,automatic,SUV,https://sacramento.craigslist.org/cto/d/2015-subaru-forester/6291972356.html
2003 Toyota Avalon XL,2017-09-03 16:23,toyota,2003,$1800,NOT INDICATED,gas,167000,6 cylinders,black,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2003-toyota-avalon-xl/6281611702.html
2010 Chevrolet Silverado LT Chevy Truck,2017-09-03 16:23,NOT INDICATED,2010,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2010-chevrolet-silverado-lt/6291972147.html
? 2015 Mazda CX-9  Grand Touring,2017-09-03 16:22,mazda,2015,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2015-mazda-cx-9-grand-touring/6291971579.html
2000 BUICK CENTURY Low Miles,2017-09-03 16:22,buick,2000,$2500,NOT INDICATED,gas,131000,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2000-buick-century-low-miles/6291971306.html
"1988 Toyota MR2, MK1 w/Super Charger",2017-09-03 16:21,toyota,1988,$4950,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1988-toyota-mr2-mk1-super/6284102867.html
2005 Honda Civic GX,2017-09-03 16:21,honda,2005,$2900,1HGEN26505L000352,other,126000,4 cylinders,blue,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2005-honda-civic-gx/6291953569.html
1977 Ford f-250,2017-09-03 16:19,ford,1977,NOT INDICATED,NOT INDICATED,gas,NOT INDICATED,8 cylinders,brown,clean,manual,pickup,https://sacramento.craigslist.org/cto/d/1977-ford-250/6268261583.html
2005 Bmw 645ci Clean Title 176k Runs Excellent,2017-09-03 16:17,bmw,2005,$7300,NOT INDICATED,gas,176000,8 cylinders,NOT INDICATED,clean,other,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2005-bmw-645ci-clean-title/6291966798.html
BMW 750Li SUPER CLEAN Runs GREAT!,2017-09-03 16:16,bmw,NOT INDICATED,$8500,NOT INDICATED,gas,134000,8 cylinders,grey,clean,other,sedan,https://sacramento.craigslist.org/cto/d/bmw-750li-super-clean-runs/6255018725.html
1987 Chevy crew Cab 4x4 k30 Dually,2017-09-03 16:15,chevy,1987,$9500,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1987-chevy-crew-cab-4x4-k30/6262751135.html
1970 chevy k10 C10 lifted 4x4 short bed,2017-09-03 16:14,chevy,1970,$35000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1970-chevy-k10-c10-lifted-4x4/6266220835.html
1965 Cadillac Coupe Deville Bagged,2017-09-03 16:14,cadillac,1965,$35000,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1965-cadillac-coupe-deville/6266224512.html
Low-mileage clean VW Beetle,2017-09-03 16:13,vw,NOT INDICATED,$3995,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/low-mileage-clean-vw-beetle/6291963447.html
2004 Hyundai Santa Fe,2017-09-03 16:12,hyundai,2004,$2800,NOT INDICATED,gas,134000,6 cylinders,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2004-hyundai-santa-fe/6291946393.html
84 Toyota Rock Crawler,2017-09-03 16:12,toyota,1984,$7500,NOT INDICATED,gas,NOT INDICATED,4 cylinders,green,rebuilt,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/84-toyota-rock-crawler/6272648350.html
Honda Civic,2017-09-03 16:12,honda,NOT INDICATED,$1500,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/cto/d/honda-civic/6291066244.html
2015 Subaru XV Crosstrek 2.0 Limited,2017-09-03 16:12,subaru,2015,$20998,JF2GPACC2F8264046,gas,49545,4 cylinders,silver,clean,automatic,SUV,https://sacramento.craigslist.org/ctd/d/2015-subaru-xv-crosstrek-20/6291961991.html
2003 Ford Focus ZTS,2017-09-03 16:10,ford,2003,$2300,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2003-ford-focus-zts/6262818229.html
2015 Toyota RAV4 Limited,2017-09-03 16:09,toyota,2015,$20995,2T3YFREV3FW200952,other,51840,NOT INDICATED,NOT INDICATED,clean,automatic,SUV,https://sacramento.craigslist.org/ctd/d/2015-toyota-rav4-limited/6291959570.html
1999 Black Mazda Miata Mx-5,2017-09-03 16:09,mazda,1999,$2500,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1999-black-mazda-miata-mx-5/6291959220.html
White 1998 Subaru Legacy Outback - good deal!,2017-09-03 16:09,subaru,1998,$2500,NOT INDICATED,gas,188000,4 cylinders,white,clean,automatic,wagon,https://sacramento.craigslist.org/cto/d/white-1998-subaru-legacy/6291959180.html
2006 chevy aveo,2017-09-03 16:08,chevy,2006,$2500,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2006-chevy-aveo/6262833399.html
? 2015 Nissan Leaf  SL,2017-09-03 16:08,nissan,2015,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,NOT INDICATED,https://sacramento.craigslist.org/ctd/d/2015-nissan-leaf-sl/6291958233.html
Porsche 356 Coupe Replica,2017-09-03 16:08,porsche,1956,$26,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/porsche-356-coupe-replica/6266211093.html
1996 Isuzu Trooper (mechanic special),2017-09-03 16:07,isuzu,1996,$500,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1996-isuzu-trooper-mechanic/6291957754.html
Nice cheap 1999 Volvo 4 door sedan 30mpg cash or trade,2017-09-03 16:07,volvo,1999,$1500,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/nice-cheap-1999-volvo-4-door/6291957585.html
1991 Chevy S10 $1400 OBO,2017-09-03 16:06,chevy,1991,NOT INDICATED,NOT INDICATED,gas,18300,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/1991-chevy-sobo/6291956877.html
"2000 Mazda protege 800 obo great commuter , ice cold A/C !",2017-09-03 16:05,mazda,2000,$800,NOT INDICATED,gas,158000,NOT INDICATED,NOT INDICATED,salvage,manual,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2000-mazda-protege-800-obo/6291955693.html
2009 Nissan Frontier PRO-4X 1 Owner Extra Clean -CALL FOR APPROVAL ?,2017-09-03 16:05,nissan,2009,$18888,1N6AD07W19C408955,other,81822,NOT INDICATED,silver,clean,automatic,truck,https://sacramento.craigslist.org/ctd/d/2009-nissan-frontier-pro-4x-1/6291955704.html
2007 Chevrolet Chevy Corvette 2dr Cpe Z06,2017-09-03 16:05,NOT INDICATED,2007,NOT INDICATED,1G1YY26EX75129718,gas,27646,NOT INDICATED,red,clean,other,coupe,https://sacramento.craigslist.org/ctd/d/2007-chevrolet-chevy-corvette/6291955640.html
2007 AUDI A3 2,2017-09-03 16:05,audi,2007,$5995,WAUHF78P97A200307,gas,126665,NOT INDICATED,silver,clean,automatic,wagon,https://sacramento.craigslist.org/ctd/d/2007-audi-a3-2/6291955337.html
2007 Infinity M-35 M35 - Grey - Awesome Ride - LOW MILES,2017-09-03 16:05,NOT INDICATED,2007,$5300,NOT INDICATED,gas,154000,6 cylinders,grey,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2007-infinity-35-m35-grey/6287846294.html
2000 Honda Accord,2017-09-03 16:04,honda,2000,$2600,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,clean,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2000-honda-accord/6291955025.html
2015 TOYOTA COROLLA LE,2017-09-03 16:04,toyota,2015,$9800,NOT INDICATED,gas,NOT INDICATED,NOT INDICATED,NOT INDICATED,salvage,automatic,NOT INDICATED,https://sacramento.craigslist.org/cto/d/2015-toyota-corolla-le/6291906384.html
2008 toyota prius,2017-09-03 16:04,toyota,2008,$6250,NOT INDICATED,hybrid,107765,4 cylinders,NOT INDICATED,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2008-toyota-prius/6289565233.html
2006 Volvo C70 T5 2dr Convertible **Everyone Is Approved**,2017-09-03 16:03,volvo,2006,$7988,YV1MC68286J001184,other,76944,NOT INDICATED,black,clean,automatic,convertible,https://sacramento.craigslist.org/ctd/d/2006-volvo-c70-t5-2dr/6291954218.html
2000 Honda Civic LX,2017-09-03 16:03,honda,2000,$2800,NOT INDICATED,gas,154000,4 cylinders,blue,clean,automatic,sedan,https://sacramento.craigslist.org/cto/d/2000-honda-civic-lx/6284403546.html
